FSR_weight1 (g), FSR_weight2 (g), FSR_weight3 (g), Pressure (PSI) 
0.00, 0.00, 0.00, 14.54
58.98, 42.01, 0.00, 16.06
51.13, 41.26, 0.00, 16.06
59.66, 41.58, 0.00, 16.06
65.03, 41.67, 0.00, 16.06
58.51, 41.42, 0.00, 16.06
52.01, 0.00, 0.00, 16.06
58.84, 0.00, 0.00, 16.06
62.11, 0.00, 0.00, 16.06
56.46, 0.00, 0.00, 16.06
45.38, 0.00, 0.00, 16.06
44.76, 0.00, 0.00, 16.06
40.10, 0.00, 0.00, 16.06
42.49, 0.00, 0.00, 16.06
39.51, 0.00, 0.00, 16.06
46.95, 0.00, 0.00, 16.06
34.47, 0.00, 0.00, 16.06
0.00, 0.00, 0.00, 16.07
41.10, 0.00, 0.00, 16.06
0.00, 0.00, 0.00, 16.06
0.00, 0.00, 0.00, 16.06
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.07
0.00, 0.00, 0.00, 16.08
0.00, 0.00, 0.00, 16.08
0.00, 0.00, 0.00, 16.08
0.00, 0.00, 0.00, 16.08
0.00, 0.00, 0.00, 16.08
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.11
0.00, 0.00, 0.00, 16.11
0.00, 0.00, 0.00, 16.11
0.00, 0.00, 0.00, 16.11
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.13
0.00, 0.00, 0.00, 16.13
0.00, 0.00, 0.00, 16.14
0.00, 0.00, 0.00, 16.14
0.00, 0.00, 0.00, 16.14
0.00, 0.00, 0.00, 16.15
0.00, 0.00, 0.00, 16.15
0.00, 0.00, 0.00, 16.16
0.00, 0.00, 0.00, 16.16
0.00, 0.00, 0.00, 16.16
0.00, 0.00, 0.00, 16.17
0.00, 0.00, 0.00, 16.18
0.00, 0.00, 0.00, 16.18
0.00, 0.00, 0.00, 16.18
0.00, 0.00, 0.00, 16.19
0.00, 0.00, 0.00, 16.20
0.00, 0.00, 0.00, 16.21
0.00, 0.00, 0.00, 16.22
0.00, 0.00, 0.00, 16.23
0.00, 0.00, 0.00, 16.24
0.00, 0.00, 0.00, 16.25
0.00, 0.00, 0.00, 16.26
0.00, 0.00, 0.00, 16.27
0.00, 0.00, 0.00, 16.29
0.00, 0.00, 0.00, 16.30
0.00, 0.00, 0.00, 16.33
0.00, 0.00, 0.00, 16.36
0.00, 0.00, 0.00, 16.37
0.00, 0.00, 0.00, 16.39
0.00, 0.00, 0.00, 16.46
0.00, 0.00, 0.00, 17.13
0.00, 0.00, 0.00, 17.07
0.00, 0.00, 0.00, 16.95
0.00, 0.00, 0.00, 16.91
0.00, 0.00, 0.00, 16.89
0.00, 0.00, 0.00, 16.86
0.00, 0.00, 0.00, 16.85
0.00, 0.00, 0.00, 16.80
0.00, 0.00, 0.00, 16.67
0.00, 0.00, 0.00, 16.65
0.00, 0.00, 0.00, 16.60
0.00, 0.00, 0.00, 16.62
0.00, 0.00, 0.00, 16.53
0.00, 0.00, 0.00, 16.43
0.00, 0.00, 0.00, 16.39
0.00, 0.00, 0.00, 16.34
0.00, 0.00, 0.00, 16.30
0.00, 0.00, 0.00, 16.26
0.00, 0.00, 0.00, 16.22
0.00, 0.00, 0.00, 16.17
0.00, 0.00, 0.00, 16.13
0.00, 0.00, 0.00, 16.09
0.00, 0.00, 0.00, 16.05
0.00, 0.00, 0.00, 16.02
0.00, 0.00, 0.00, 15.98
0.00, 0.00, 0.00, 15.94
0.00, 0.00, 0.00, 15.91
