FSR_weight1 (g), FSR_weight2 (g), FSR_weight3 (g), Pressure (PSI) 
0.00, 0.00, 0.00, 14.66
83.09, 114.37, 84.29, 16.47
83.75, 114.40, 83.21, 16.47
83.75, 113.44, 84.44, 16.46
82.03, 112.28, 83.73, 16.46
81.67, 113.14, 87.42, 16.46
78.75, 114.86, 86.02, 16.46
79.77, 113.73, 84.10, 16.45
76.70, 114.03, 78.24, 16.45
74.93, 114.27, 82.00, 16.45
81.34, 114.29, 85.78, 16.44
83.22, 114.53, 88.86, 16.44
82.03, 114.53, 89.02, 16.44
83.57, 114.48, 89.91, 16.44
78.14, 113.68, 84.68, 16.43
78.29, 113.41, 80.34, 16.43
80.41, 113.03, 85.65, 16.43
81.23, 112.66, 87.10, 16.42
81.89, 112.15, 86.47, 16.45
81.45, 111.99, 82.42, 16.42
79.15, 112.47, 78.76, 16.42
76.46, 112.18, 79.47, 16.41
78.64, 112.69, 80.34, 16.41
80.17, 112.12, 84.39, 16.41
80.26, 112.55, 81.58, 16.41
79.62, 112.71, 80.81, 16.40
79.33, 112.28, 82.52, 16.40
73.25, 109.17, 85.81, 16.40
67.06, 110.38, 84.63, 16.39
70.00, 109.90, 86.92, 16.39
78.25, 107.94, 81.79, 16.39
79.48, 109.17, 81.34, 16.39
77.69, 108.99, 80.47, 16.38
79.22, 108.64, 77.63, 16.38
77.01, 108.96, 78.63, 16.38
73.72, 108.67, 78.16, 16.38
76.39, 108.48, 74.16, 16.37
77.25, 107.97, 76.63, 16.37
74.03, 107.19, 79.97, 16.36
77.14, 107.30, 80.10, 16.36
79.37, 107.54, 83.81, 16.36
78.87, 104.75, 82.37, 16.35
78.91, 105.72, 82.47, 16.36
78.29, 105.58, 77.66, 16.35
79.46, 104.14, 76.03, 16.35
80.12, 105.13, 76.00, 16.35
76.50, 103.41, 77.05, 16.34
76.17, 103.49, 72.71, 16.34
79.62, 102.93, 76.79, 16.34
77.83, 101.67, 79.71, 16.34
78.89, 104.81, 82.68, 16.34
80.30, 101.43, 78.11, 16.33
76.04, 102.42, 77.24, 16.33
75.28, 102.58, 79.63, 16.33
76.52, 103.39, 82.92, 16.32
78.93, 103.47, 81.92, 16.32
80.90, 101.75, 85.26, 16.32
80.32, 102.85, 81.84, 16.32
80.92, 103.95, 73.79, 16.32
78.53, 104.24, 72.58, 16.31
75.77, 102.13, 78.47, 16.31
72.39, 101.75, 79.24, 16.31
73.56, 103.04, 75.74, 16.31
74.03, 102.72, 74.42, 16.31
67.26, 101.86, 77.71, 16.30
67.11, 100.54, 78.84, 16.30
67.13, 102.45, 75.69, 16.30
67.33, 102.18, 69.98, 16.30
69.76, 100.25, 71.74, 16.29
69.30, 98.48, 77.68, 16.29
70.89, 98.03, 77.95, 16.29
72.85, 100.12, 77.32, 16.29
74.71, 100.28, 74.55, 16.28
75.75, 100.06, 72.63, 16.28
77.01, 98.21, 73.53, 16.28
75.97, 99.02, 67.85, 16.28
76.17, 101.99, 68.37, 16.27
75.90, 100.28, 74.90, 16.28
74.80, 101.59, 73.32, 16.27
74.42, 100.92, 72.08, 16.27
66.40, 99.42, 75.42, 16.27
59.75, 100.97, 74.98, 16.27
61.89, 100.57, 72.95, 16.27
71.84, 98.13, 72.29, 16.27
75.20, 100.06, 63.32, 16.27
71.28, 101.32, 58.80, 16.27
71.26, 101.56, 64.98, 16.26
74.36, 99.23, 66.88, 16.26
73.10, 100.76, 70.35, 16.26
72.32, 100.63, 70.00, 16.26
74.22, 97.03, 75.11, 16.26
64.35, 101.05, 66.06, 16.26
67.31, 101.16, 76.29, 16.25
66.60, 99.58, 78.39, 16.25
65.36, 98.86, 75.61, 16.25
65.27, 97.22, 63.51, 16.25
66.25, 98.86, 71.24, 16.25
70.89, 98.75, 73.42, 16.25
75.17, 96.20, 73.27, 16.25
73.45, 96.50, 71.27, 16.24
72.79, 96.26, 74.40, 16.24
70.05, 94.06, 69.06, 16.24
72.24, 94.14, 75.03, 16.24
72.26, 97.44, 77.79, 16.24
71.31, 97.14, 77.37, 16.24
72.32, 97.73, 78.84, 16.24
73.69, 95.85, 74.74, 16.24
72.92, 96.47, 81.31, 16.24
69.05, 98.03, 81.24, 16.23
70.16, 98.51, 73.13, 16.23
71.11, 99.69, 66.56, 16.23
74.42, 98.43, 71.77, 16.23
75.37, 98.27, 70.64, 16.23
74.51, 98.78, 70.11, 16.23
74.38, 98.64, 67.74, 16.23
74.22, 97.73, 68.45, 16.23
74.27, 97.06, 72.27, 16.23
75.17, 98.45, 76.63, 16.23
73.41, 100.01, 68.01, 16.23
72.77, 99.98, 64.03, 16.23
73.94, 98.03, 64.38, 16.23
76.79, 96.31, 64.43, 16.23
76.10, 94.89, 74.19, 16.23
75.93, 95.29, 76.53, 16.22
73.12, 95.24, 71.21, 16.22
73.34, 91.67, 73.50, 16.22
73.47, 92.16, 73.21, 16.22
75.22, 96.26, 74.03, 16.22
72.48, 95.00, 71.45, 16.22
70.31, 95.67, 75.97, 16.21
70.11, 93.39, 73.61, 16.21
73.27, 95.35, 74.77, 16.21
72.99, 92.45, 76.69, 16.21
72.30, 93.76, 80.03, 16.21
74.98, 91.43, 81.73, 16.21
75.93, 93.71, 81.42, 16.21
73.23, 89.85, 81.84, 16.20
71.90, 88.59, 78.79, 16.20
67.48, 86.50, 71.50, 16.20
65.98, 80.87, 72.63, 16.20
69.12, 80.77, 71.27, 16.20
72.68, 85.19, 68.14, 16.20
72.77, 85.11, 69.95, 16.20
69.80, 84.73, 67.03, 16.19
62.00, 84.14, 60.48, 16.19
58.62, 77.58, 60.17, 16.19
63.13, 83.37, 64.90, 16.19
58.75, 87.23, 66.77, 16.19
67.33, 81.89, 67.80, 16.19
67.31, 80.23, 57.22, 16.19
62.78, 83.47, 55.43, 16.18
62.20, 80.34, 57.28, 16.18
62.14, 78.35, 59.33, 16.18
60.85, 77.93, 60.96, 16.18
58.49, 74.28, 59.51, 16.17
63.77, 71.87, 59.04, 16.17
64.19, 72.40, 53.88, 16.17
65.12, 69.56, 54.28, 16.17
61.67, 70.53, 51.38, 16.17
62.18, 75.73, 51.62, 16.17
59.00, 76.24, 52.28, 16.16
59.66, 70.29, 53.94, 16.16
63.17, 78.19, 54.12, 16.16
64.70, 73.40, 48.31, 16.16
61.34, 71.36, 0.00, 16.16
58.53, 67.45, 0.00, 16.16
63.99, 63.40, 0.00, 16.16
58.80, 69.06, 0.00, 16.15
51.59, 69.54, 0.00, 16.16
54.31, 63.59, 0.00, 16.16
53.21, 58.52, 0.00, 16.15
54.75, 64.07, 0.00, 16.15
50.84, 49.60, 0.00, 16.15
52.65, 59.57, 0.00, 16.15
55.79, 60.53, 0.00, 16.15
54.86, 52.95, 0.00, 16.14
51.28, 60.32, 0.00, 16.18
47.44, 56.11, 0.00, 16.14
47.70, 55.71, 0.00, 16.14
44.99, 56.49, 0.00, 16.14
35.39, 53.11, 0.00, 16.14
35.42, 46.84, 0.00, 16.14
34.00, 52.95, 0.00, 16.13
34.73, 50.67, 0.00, 16.14
0.00, 53.56, 0.00, 16.13
0.00, 58.42, 0.00, 16.13
0.00, 57.64, 0.00, 16.13
0.00, 48.63, 0.00, 16.13
0.00, 42.39, 0.00, 16.13
0.00, 44.48, 0.00, 16.13
0.00, 42.07, 0.00, 16.13
0.00, 42.15, 0.00, 16.13
0.00, 53.35, 0.00, 16.13
0.00, 40.62, 0.00, 16.13
0.00, 42.23, 0.00, 16.13
0.00, 41.61, 0.00, 16.12
0.00, 41.99, 0.00, 16.12
0.00, 42.09, 0.00, 16.12
0.00, 41.91, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.12
0.00, 0.00, 0.00, 16.10
0.00, 0.00, 0.00, 16.19
0.00, 0.00, 0.00, 16.67
0.00, 0.00, 0.00, 15.86
0.00, 0.00, 0.00, 15.28
0.00, 0.00, 0.00, 14.96
0.00, 0.00, 0.00, 14.82
0.00, 0.00, 0.00, 14.75
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.72
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
0.00, 0.00, 0.00, 14.73
